record_id,restaurant_name,location,cuisines,estimated_cost,budget_bucket,rating,source
1,Jalsa,banashankari,"chinese, mughlai, north indian",800.0,medium,4.1,huggingface
2,Spice Elephant,banashankari,"chinese, north indian, thai",800.0,medium,4.1,huggingface
3,San Churro Cafe,banashankari,"cafe, italian, mexican",800.0,medium,3.8,huggingface
4,Addhuri Udupi Bhojana,banashankari,"north indian, south indian",300.0,low,3.7,huggingface
5,Grand Village,basavanagudi,"north indian, rajasthani",600.0,medium,3.8,huggingface
6,Timepass Dinner,basavanagudi,north indian,600.0,medium,3.8,huggingface
7,Rosewood International Hotel - Bar & Restaurant,mysore road,"andhra, chinese, north indian, south indian",800.0,medium,3.6,huggingface
8,Onesta,banashankari,"cafe, italian, pizza",600.0,medium,4.6,huggingface
9,Penthouse Cafe,banashankari,"cafe, continental, italian",700.0,medium,4.0,huggingface
10,Smacznego,banashankari,"beverages, cafe, italian, mexican, momos",550.0,medium,4.2,huggingface
11,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,banashankari,cafe,500.0,low,4.1,huggingface
12,Cafe Shuffle,banashankari,"cafe, continental, italian",600.0,medium,4.2,huggingface
13,The Coffee Shack,banashankari,"cafe, chinese, continental, italian",500.0,low,4.2,huggingface
14,Caf-Eleven,banashankari,"cafe, continental",450.0,low,4.0,huggingface
16,Cafe Vivacity,banashankari,cafe,650.0,medium,3.8,huggingface
17,Catch-up-ino,banashankari,"cafe, chinese, continental, fast food, momos",800.0,medium,3.9,huggingface
18,Kirthi's Biryani,banashankari,"cafe, chinese, italian",700.0,medium,3.8,huggingface
19,T3H Cafe,banashankari,"american, cafe, italian",300.0,low,3.9,huggingface
20,360 Atoms Restaurant And Cafe,banashankari,"cafe, chinese, continental, italian",400.0,low,3.1,huggingface
21,The Vintage Cafe,banashankari,"cafe, french, north indian",400.0,low,3.0,huggingface
22,Woodee Pizza,banashankari,"beverages, cafe, fast food, pizza",500.0,low,3.7,huggingface
23,Cafe Coffee Day,banashankari,"cafe, fast food",900.0,medium,3.6,huggingface
24,My Tea House,banashankari,"cafe, european, fast food, italian",600.0,medium,3.6,huggingface
25,Hide Out Cafe,banashankari,cafe,300.0,low,3.7,huggingface
26,CAFE NOVA,banashankari,"bakery, cafe",600.0,medium,3.2,huggingface
27,Coffee Tindi,banashankari,"cafe, south indian",200.0,low,3.8,huggingface
28,Sea Green Cafe,banashankari,"beverages, cafe, fast food",500.0,low,3.3,huggingface
29,Cuppa,banashankari,"cafe, fast food",550.0,medium,3.3,huggingface
30,Srinathji's Cafe,basavanagudi,"cafe, chinese, fast food, north indian",550.0,medium,3.8,huggingface
31,Redberrys,basavanagudi,"cafe, italian",600.0,medium,4.0,huggingface
32,Foodiction,banashankari,"burger, chinese, fast food, north indian",500.0,low,2.8,huggingface
33,Sweet Truth,banashankari,"bakery, desserts",500.0,low,3.9,huggingface
34,Ovenstory Pizza,banashankari,pizza,750.0,medium,3.9,huggingface
35,Faasos,banashankari,"biryani, fast food, north indian",500.0,low,4.2,huggingface
36,Behrouz Biryani,banashankari,biryani,650.0,medium,3.9,huggingface
37,Fast And Fresh,banashankari,"chinese, fast food, north indian",400.0,low,2.8,huggingface
38,Szechuan Dragon,banashankari,"chinese, momos, thai",600.0,medium,4.2,huggingface
39,Empire Restaurant,jayanagar,"chinese, mughlai, north indian, south indian",750.0,medium,4.4,huggingface
40,Maruthi Davangere Benne Dosa,banashankari,south indian,150.0,low,4.0,huggingface
41,Chaatimes,basavanagudi,"fast food, street food",200.0,low,3.8,huggingface
42,Havyaka Mess,banashankari,south indian,300.0,low,3.9,huggingface
43,McDonald's,banashankari,"burger, fast food",500.0,low,3.9,huggingface
44,Domino's Pizza,banashankari,"fast food, pizza",800.0,medium,3.9,huggingface
46,Hotboxit,banashankari,"continental, italian, north indian",400.0,low,3.8,huggingface
47,Kitchen Garden,kumaraswamy layout,"chinese, north indian",300.0,low,3.6,huggingface
48,Recipe,kumaraswamy layout,"biryani, chinese, north indian, rolls",450.0,low,4.0,huggingface
49,Beijing Bites,rajarajeshwari nagar,"chinese, thai",850.0,medium,3.7,huggingface
50,Tasty Bytes,kumaraswamy layout,"chinese, momos, north indian, rolls",300.0,low,3.1,huggingface
51,Petoo,banashankari,north indian,450.0,low,3.7,huggingface
52,Shree Cool Point,vijay nagar,"beverages, fast food, street food",150.0,low,4.1,huggingface
53,Corner House Ice Cream,banashankari,"desserts, ice cream",400.0,low,4.3,huggingface
54,Biryanis And More,jayanagar,"andhra, biryani, chinese, north indian, south indian",750.0,medium,4.0,huggingface
55,Roving Feast,banashankari,"chinese, continental, fast food, italian, momos",450.0,low,4.0,huggingface
56,FreshMenu,banashankari,"american, biryani, burger, chinese, continental, healthy food, north indian, salad",450.0,low,3.9,huggingface
57,Banashankari Donne Biriyani,banashankari,"biryani, fast food",300.0,low,3.8,huggingface
58,Wamama,banashankari,"asian, chinese, indonesian, japanese, korean, momos, thai",800.0,medium,4.2,huggingface
59,Five Star Chicken,banashankari,"burger, fast food",200.0,low,3.6,huggingface
60,XO Belgian Waffle,banashankari,"beverages, desserts",400.0,low,3.7,huggingface
61,Peppy Peppers,banashankari,"italian, mexican, north indian",800.0,medium,4.2,huggingface
62,Goa 0 Km,kumaraswamy layout,"biryani, chinese, goan, north indian, seafood",800.0,medium,3.6,huggingface
63,Chinese Kitchen,basavanagudi,chinese,150.0,low,3.8,huggingface
64,1947,banashankari,"chinese, north indian",850.0,medium,4.0,huggingface
65,Cake of the Day,banashankari,bakery,150.0,low,3.7,huggingface
66,Kabab Magic,basavanagudi,"chinese, fast food, kebab, north indian",400.0,low,4.1,huggingface
67,Namma Brahmin's Idli,jayanagar,south indian,100.0,low,3.6,huggingface
68,Gustoes Beer House,banashankari,"chinese, continental, italian, mexican, north indian, steak",1200.0,medium,4.1,huggingface
69,Sugar Rush,banashankari,"bakery, desserts",300.0,low,3.8,huggingface
70,Burger King,basavanagudi,"beverages, burger, fast food",600.0,medium,3.2,huggingface
71,The Good Bowl,banashankari,"biryani, italian, north indian",500.0,low,3.6,huggingface
72,The Biryani Cafe,banashankari,"biryani, chinese, kebab",300.0,low,4.1,huggingface
74,LSD Cafe,banashankari,"chinese, continental, italian, north indian",700.0,medium,2.9,huggingface
75,Rolls On Wheels,banashankari,"fast food, momos, rolls",300.0,low,3.6,huggingface
77,Sri Guru Kottureshwara Davangere Benne Dosa,basavanagudi,south indian,150.0,low,4.1,huggingface
78,Devanna Dum Biriyani Centre,banashankari,"biryani, south indian",300.0,low,3.6,huggingface
79,Kolbeh,banashankari,fast food,500.0,low,3.7,huggingface
80,Upahar Sagar,banashankari,"chinese, north indian, south indian",350.0,low,3.8,huggingface
81,Kadalu Sea Food Restaurant,vijay nagar,"andhra, biryani, chinese, kebab, north indian, seafood",500.0,low,3.8,huggingface
82,Frozen Bottle,banashankari,"beverages, desserts, ice cream",400.0,low,4.2,huggingface
83,Parimala Sweets,banashankari,"mithai, street food",200.0,low,3.5,huggingface
84,Vaishali Deluxe,banashankari,"chinese, north indian",700.0,medium,3.8,huggingface
86,The Big O Bakes,banashankari,"bakery, desserts",300.0,low,4.0,huggingface
87,Meghana Foods,jayanagar,"biryani, chinese, north indian",600.0,medium,4.4,huggingface
88,Krishna Sagar,banashankari,north indian,200.0,low,3.5,huggingface
89,Dessert Rose,banashankari,desserts,500.0,low,3.5,huggingface
90,Chickpet Donne Biryani House,banashankari,biryani,250.0,low,3.7,huggingface
94,Thanco's Natural Ice Creams,banashankari,ice cream,300.0,low,3.2,huggingface
95,Nandhini Deluxe,banashankari,north indian,600.0,medium,2.6,huggingface
96,Vi Ra's Bar and Restaurant,banashankari,"chinese, north indian, south indian",800.0,medium,3.3,huggingface
97,Kaggis,banashankari,"bakery, fast food",250.0,low,3.8,huggingface
98,Ayda Persian Kitchen,banashankari,"iranian, north indian",950.0,medium,3.7,huggingface
99,Chatar Patar,banashankari,"fast food, street food",300.0,low,3.7,huggingface
100,Polar Bear,basavanagudi,"beverages, desserts, ice cream, sandwich",400.0,low,3.8,huggingface
101,Kidambi's Kitchen,banashankari,south indian,300.0,low,3.5,huggingface
102,Mane Thindi,banashankari,south indian,200.0,low,3.7,huggingface
103,Kotian Karavali Restaurant,banashankari,"biryani, south indian",300.0,low,3.5,huggingface
104,Floured-Baked With Love,banashankari,bakery,400.0,low,3.8,huggingface
106,Cakes & Slices,banashankari,"bakery, desserts",300.0,low,3.5,huggingface
107,Spice 9,banashankari,"biryani, chinese, fast food, north indian",300.0,low,3.4,huggingface
109,Naveen Kabab & Biriyani Mane,banashankari,biryani,300.0,low,3.2,huggingface
110,Katriguppe Donne Biryani,banashankari,north indian,300.0,low,3.2,huggingface
112,Atithi Point Ande Ka Funda,banashankari,north indian,150.0,low,3.1,huggingface
113,Just Bake,banashankari,"bakery, desserts",400.0,low,3.4,huggingface
120,K27 - The Pub,banashankari,"chinese, north indian",1000.0,medium,3.1,huggingface
121,Bengaluru Coffee House,banashankari,"chinese, north indian, south indian, street food",300.0,low,4.1,huggingface
122,New Mangalore Lunch Home,banashankari,"mangalorean, north indian, south indian",200.0,low,3.3,huggingface
123,Coffee Bytes,banashankari,"fast food, south indian",100.0,low,3.1,huggingface
124,Parjanya Chat Zone,banashankari,"fast food, street food",200.0,low,3.3,huggingface
125,Kwality Wall's Swirl's Happiness Station,banashankari,"desserts, ice cream",200.0,low,2.9,huggingface
128,Ruchi Maayaka,banashankari,south indian,100.0,low,3.3,huggingface
146,Anna Kuteera,banashankari,"chinese, north indian, south indian",450.0,low,4.0,huggingface
147,Darbar,banashankari,"chinese, north indian",800.0,medium,3.0,huggingface
148,Vijayalakshmi,basavanagudi,south indian,200.0,low,3.9,huggingface
149,Sri Udupi Food Hub,jayanagar,"beverages, chinese, north indian, south indian",500.0,low,4.1,huggingface
150,Udupi Upahar,banashankari,"chinese, juices, north indian, south indian",300.0,low,3.8,huggingface
151,House Of Kebabs,basavanagudi,"biryani, chinese, kebab, north indian",650.0,medium,3.8,huggingface
152,Roll N Rock,kumaraswamy layout,"chinese, mughlai, north indian, rolls",400.0,low,3.8,huggingface
153,BOX8- Desi Meals,banashankari,"fast food, mughlai, north indian",500.0,low,4.1,huggingface
154,KFC,banashankari,"burger, fast food",450.0,low,3.8,huggingface
156,Roll Over,jayanagar,"beverages, desserts, fast food, ice cream, sandwich",500.0,low,4.1,huggingface
157,Imperial Restaurant,mysore road,"beverages, biryani, chinese, north indian",750.0,medium,3.7,huggingface
158,Lassi Shop,kumaraswamy layout,"beverages, ice cream, juices",150.0,low,3.9,huggingface
159,The Fortuna,kumaraswamy layout,"chinese, north indian",250.0,low,3.0,huggingface
160,Wahab,jayanagar,"chinese, mughlai, north indian",350.0,low,3.7,huggingface
161,Al Diwan Biryanis And More,basavanagudi,biryani,300.0,low,3.3,huggingface
162,New Gowda's Fried Chicken,banashankari,biryani,300.0,low,3.3,huggingface
163,Canton,jayanagar,"biryani, chinese, seafood",800.0,medium,3.6,huggingface
164,Diabetics Dezire Sugarless Sweets and Bakes,basavanagudi,"desserts, mithai",300.0,low,3.3,huggingface
165,The Blue Wagon - Kitchen,jayanagar,"beverages, cafe",400.0,low,4.6,huggingface
166,HOT COFFEE,basavanagudi,"chinese, south indian",150.0,low,4.1,huggingface
167,Patio 805,jayanagar,"asian, chinese, thai, vietnamese",1200.0,medium,4.1,huggingface
168,Lassi Corner,basavanagudi,"beverages, ice cream",150.0,low,3.7,huggingface
169,Sagar Deluxe,kumaraswamy layout,"chinese, juices, north indian, south indian",300.0,low,3.2,huggingface
170,Kanti Sweets,banashankari,"mithai, street food",400.0,low,4.0,huggingface
171,Vegetalia,banashankari,"italian, pizza",400.0,low,3.7,huggingface
172,Aramane Donne Biryani,banashankari,biryani,200.0,low,3.5,huggingface
173,Ande Ka Funda,banashankari,"fast food, north indian, rolls",250.0,low,3.8,huggingface
174,Cake Ghar,basavanagudi,bakery,400.0,low,3.8,huggingface
175,Energy Addaa,basavanagudi,"burger, desserts, healthy food, juices, pizza, salad, sandwich",500.0,low,4.2,huggingface
176,Bhattara Bhojana,banashankari,south indian,150.0,low,3.6,huggingface
177,Tandoori Knight,banashankari,"biryani, chinese, kebab, north indian",450.0,low,3.0,huggingface
178,Dev Sagar - Food Street,basavanagudi,street food,200.0,low,4.1,huggingface
179,Mitraa Da Pizza,kumaraswamy layout,"fast food, pizza",250.0,low,3.8,huggingface
180,Paradise Premium,banashankari,"andhra, biryani, hyderabadi, north indian",700.0,medium,3.1,huggingface
181,Grazers,jayanagar,"burger, cafe, continental, desserts, italian",650.0,medium,3.9,huggingface
182,Shakes Theory,jayanagar,"beverages, sandwich",300.0,low,4.5,huggingface
183,@Italy,kumaraswamy layout,italian,700.0,medium,4.1,huggingface
184,Chilli Flakes,banashankari,"beverages, fast food, italian",500.0,low,3.6,huggingface
185,Calcutta Cafe,kumaraswamy layout,"bengali, chinese, sandwich",350.0,low,3.5,huggingface
186,Old Mumbai Ice Cream,banashankari,ice cream,150.0,low,3.9,huggingface
187,Donne Biriyani House,banashankari,"biryani, chinese, north indian, south indian",400.0,low,3.9,huggingface
188,By 2 Coffee,basavanagudi,south indian,100.0,low,3.9,huggingface
189,Kedia's Fun Food,jayanagar,"juices, north indian, street food",200.0,low,4.3,huggingface
190,Davangere Butter Dosa Hotel,kumaraswamy layout,south indian,150.0,low,3.8,huggingface
191,Just Shawarma,kumaraswamy layout,arabian,300.0,low,3.9,huggingface
192,Mini Punjabi Dhaba,banashankari,north indian,350.0,low,4.2,huggingface
193,Mulabagilu Dosa,basavanagudi,south indian,100.0,low,3.6,huggingface
195,Gokul Veg,basavanagudi,"beverages, chinese, north indian",750.0,medium,3.8,huggingface
196,Olive - Era,kumaraswamy layout,"arabian, bbq, chinese, desserts, juices, kebab, north indian, rolls",550.0,medium,3.3,huggingface
197,Udupi Ruchi,banashankari,"chinese, north indian, south indian, street food",200.0,low,3.9,huggingface
198,Madhappa Hindu Military Hotel,banashankari,south indian,300.0,low,3.4,huggingface
199,Gama Gama,banashankari,south indian,200.0,low,3.9,huggingface
201,Pizza Hut,banashankari,"fast food, pizza",750.0,medium,3.8,huggingface
202,Mangalore Pearl,jayanagar,"biryani, chinese, mangalorean, seafood",650.0,medium,3.8,huggingface
203,Asha Sweets Centre,basavanagudi,fast food,250.0,low,3.6,huggingface
204,Twiststick House,basavanagudi,"continental, fast food, momos, street food",500.0,low,4.1,huggingface
205,Cool Corner,basavanagudi,"fast food, street food",250.0,low,4.2,huggingface
206,Pizza Mane,banashankari,"burger, fast food, pizza, sandwich",150.0,low,3.5,huggingface
207,Dal Tadkaa,banashankari,north indian,500.0,low,2.5,huggingface
208,Chutney Chang,jayanagar,"bbq, chinese, north indian",1500.0,high,4.1,huggingface
209,Mystique Palate,jayanagar,"chinese, fast food",300.0,low,4.1,huggingface
210,Thamboola,banashankari,"chinese, continental, north indian",800.0,medium,3.9,huggingface
211,Castle Rock,uttarahalli,"chinese, north indian",700.0,medium,3.6,huggingface
212,Vietnamese Kitchen,banashankari,vietnamese,700.0,medium,3.6,huggingface
214,C Corner,kumaraswamy layout,"fast food, street food",200.0,low,3.2,huggingface
215,Paratha Merchant,kumaraswamy layout,north indian,300.0,low,3.1,huggingface
216,North Rasoe,kumaraswamy layout,"biryani, chinese, kebab, north indian",500.0,low,3.1,huggingface
218,Toscano,jayanagar,"italian, salad",1300.0,high,4.3,huggingface
219,Lord Of The Kitchen,kumaraswamy layout,"chinese, north indian",350.0,low,3.9,huggingface
220,Stoned Monkey,banashankari,"desserts, ice cream",500.0,low,4.3,huggingface
221,Central Jail Restaurant,jayanagar,"andhra, chinese, north indian, seafood",700.0,medium,3.8,huggingface
222,Bella,jayanagar,"mangalorean, seafood, south indian",1000.0,medium,3.9,huggingface
223,Vennela Andhra Meals,jayanagar,andhra,400.0,low,3.0,huggingface
224,New Prashanth Hotel,jayanagar,"biryani, chinese, north indian, south indian",750.0,medium,3.6,huggingface
225,The Grillo,jayanagar,"arabian, chinese, mangalorean, north indian, seafood, south indian",500.0,low,2.8,huggingface
226,Re Malnad Nati Style Hotel,jp nagar,south indian,400.0,low,3.6,huggingface
227,Karma Kaapi,jayanagar,"beverages, tea",250.0,low,4.4,huggingface
228,Tiwari's,jayanagar,"north indian, street food",200.0,low,3.8,huggingface
229,Pizza Stop,basavanagudi,"italian, pizza",600.0,medium,3.8,huggingface
230,Biggies Burger 'n' More,kumaraswamy layout,"beverages, burger, cafe",650.0,medium,3.6,huggingface
232,Kollapuri's,basavanagudi,"mangalorean, south indian",450.0,low,3.9,huggingface
235,Kadamba Classic,mysore road,south indian,300.0,low,3.6,huggingface
236,RS Shiv Sagar,basavanagudi,"chinese, fast food, juices, north indian, south indian",450.0,low,3.7,huggingface
237,Kholi Mane,basavanagudi,"andhra, biryani, north indian, south indian",450.0,low,3.6,huggingface
238,Harshi Super Sandwich,basavanagudi,"fast food, street food",150.0,low,3.8,huggingface
239,Cake Yard,basavanagudi,desserts,250.0,low,3.4,huggingface
241,Sri Udupi Veg,jayanagar,south indian,250.0,low,3.3,huggingface
242,Cake Art,basavanagudi,bakery,400.0,low,3.5,huggingface
246,Potato House,uttarahalli,street food,200.0,low,3.4,huggingface
248,Matru Sagar,mysore road,"north indian, south indian",300.0,low,3.7,huggingface
249,Ugadi,jayanagar,"andhra, biryani, chinese, mangalorean, north indian",700.0,medium,2.9,huggingface
250,Sri Krishna Sweets,basavanagudi,"desserts, mithai",250.0,low,3.7,huggingface
251,In Time Cane Juice,kumaraswamy layout,"beverages, juices",100.0,low,3.5,huggingface
252,Subway,banashankari,"fast food, salad",600.0,medium,3.7,huggingface
253,Daal Roti,kumaraswamy layout,"chinese, north indian",250.0,low,2.9,huggingface
254,The Lassi Park,jayanagar,"desserts, juices",200.0,low,4.1,huggingface
255,Cafe Coffee Day,jayanagar,"cafe, fast food",900.0,medium,3.2,huggingface
256,A2B - Adyar Ananda Bhavan,mysore road,"chinese, north indian, south indian, street food",400.0,low,3.8,huggingface
257,Srikrishna Bhavan,banashankari,"chinese, north indian, south indian",300.0,low,3.8,huggingface
259,Green Gardenia,banashankari,"chinese, north indian",700.0,medium,3.8,huggingface
260,J Spice,banashankari,"chinese, north indian",750.0,medium,3.8,huggingface
261,Karavali Family Restaurant,jayanagar,"biryani, chinese, north indian, seafood, south indian",500.0,low,3.5,huggingface
262,Karavali Lunch Home,kumaraswamy layout,"mangalorean, south indian",350.0,low,3.7,huggingface
263,Hatti Kaapi,jayanagar,"beverages, south indian",200.0,low,4.0,huggingface
264,Kolkata Kathi Roll's,banashankari,"fast food, rolls",250.0,low,3.6,huggingface
265,Upahara Darshini,basavanagudi,"chinese, fast food, north indian, south indian",600.0,medium,3.9,huggingface
266,The Chaat Shop,basavanagudi,fast food,200.0,low,2.5,huggingface
267,Anda Ka Funda,jayanagar,"chinese, north indian, rolls",250.0,low,3.4,huggingface
268,Shri Vinayaka Ice N Juice,basavanagudi,"beverages, fast food",150.0,low,3.2,huggingface
270,Ibaco,jayanagar,desserts,300.0,low,3.9,huggingface
271,Jalaram Sweets,jayanagar,"desserts, mithai",250.0,low,3.8,huggingface
272,Samskruti - Sanman Gardenia,jayanagar,"chinese, north indian, south indian",550.0,medium,4.1,huggingface
273,Bendakaluru Bytes,vijay nagar,fast food,300.0,low,3.2,huggingface
274,Cocoa Bakes,banashankari,"bakery, desserts",350.0,low,3.6,huggingface
275,Chumma Delicious,banashankari,"fast food, south indian",200.0,low,3.7,huggingface
276,New Prashanth Hotel,banashankari,"andhra, biryani, north indian, seafood",650.0,medium,3.9,huggingface
278,Dwaraka Grand,kumaraswamy layout,"chinese, juices, south indian, street food",500.0,low,3.9,huggingface
279,Gufha - The President Hotel,jayanagar,"afghani, mughlai, north indian",1200.0,medium,4.1,huggingface
281,Tanna's Kitchen,kumaraswamy layout,"chinese, italian, street food",250.0,low,3.1,huggingface
282,Shree Mandarathi Grand,uttarahalli,"north indian, south indian",400.0,low,3.7,huggingface
283,Mojo Pizza - 2X Toppings,banashankari,pizza,600.0,medium,4.2,huggingface
284,Iceberg Icecreams,basavanagudi,"desserts, ice cream",250.0,low,4.0,huggingface
285,South Kitchen,basavanagudi,south indian,100.0,low,4.3,huggingface
286,Chung Wah,jayanagar,"chinese, momos, thai",850.0,medium,3.7,huggingface
287,Shanthi Sagar,uttarahalli,"chinese, north indian, south indian",400.0,low,3.1,huggingface
288,Millet Mama,basavanagudi,"healthy food, south indian",200.0,low,3.9,huggingface
289,Bangarpet Chat Express,basavanagudi,"fast food, street food",100.0,low,3.3,huggingface
291,Prems Graama Bhojanam,jayanagar,south indian,400.0,low,4.3,huggingface
292,Java City,jayanagar,"american, cafe, pizza",450.0,low,2.6,huggingface
293,Kamat Bugle Rock,basavanagudi,"fast food, south indian",300.0,low,3.9,huggingface
295,Puliyogare Point,basavanagudi,south indian,100.0,low,4.2,huggingface
296,Bangalore Agarwal Bhavan,jayanagar,"north indian, south indian, street food",400.0,low,3.9,huggingface
297,Rustic Stove,jayanagar,"beverages, biryani, north indian, south indian",900.0,medium,3.8,huggingface
298,Udupi Ruchi Grand,banashankari,"chinese, north indian, south indian, street food",200.0,low,4.2,huggingface
299,De Thaali,jayanagar,"chinese, north indian, rolls",550.0,medium,3.9,huggingface
301,Just Thindi,basavanagudi,south indian,200.0,low,3.6,huggingface
302,Matru Sagar,banashankari,"chinese, north indian, south indian",250.0,low,3.6,huggingface
303,Vasanth Vihar - Since 1965,banashankari,"south indian, street food",150.0,low,3.6,huggingface
304,Sea Spice by 7 Star,banashankari,"beverages, biryani, kebab, north indian, seafood, south indian",1200.0,medium,4.0,huggingface
305,Desi Dawat,kumaraswamy layout,"fast food, north indian",400.0,low,3.7,huggingface
306,Cafe Aira,basavanagudi,"beverages, cafe, continental, desserts",500.0,low,4.1,huggingface
309,Mast Punjabi,kumaraswamy layout,"biryani, chinese, kebab, north indian, rolls",400.0,low,2.6,huggingface
310,South Grand,uttarahalli,"beverages, chinese, north indian, south indian",400.0,low,3.4,huggingface
312,The Pizzeria,banashankari,"italian, pizza, salad",800.0,medium,2.8,huggingface
313,Cafe Zone,kumaraswamy layout,"chinese, fast food, rolls",300.0,low,3.9,huggingface
314,Ruchis Point,banashankari,"chinese, fast food",200.0,low,3.8,huggingface
315,Firangi Bake,rajarajeshwari nagar,"italian, mexican",600.0,medium,4.0,huggingface
316,The Royal Corner - Pai Viceroy,jayanagar,"chinese, north indian",900.0,medium,4.2,huggingface
317,Hara Fine Dine,banashankari,"chinese, north indian",800.0,medium,4.0,huggingface
318,Chocoberry,jayanagar,"beverages, desserts, ice cream",400.0,low,3.5,huggingface
319,Dakshin Grand,banashankari,"chinese, north indian, south indian, street food",300.0,low,3.0,huggingface
320,Sandwichwallas,jayanagar,fast food,200.0,low,3.7,huggingface
321,Chai Mane,basavanagudi,"fast food, juices",150.0,low,3.6,huggingface
322,SLV Upachar,kumaraswamy layout,"chinese, south indian, street food",250.0,low,3.1,huggingface
323,Waffle-A-Go Go,banashankari,"desserts, fast food, ice cream",400.0,low,3.9,huggingface
324,Cross Road Cafe,jayanagar,"cafe, chinese, fast food",300.0,low,3.9,huggingface
325,Anand Donne Biriyani,jayanagar,biryani,200.0,low,3.6,huggingface
326,Seven Star,banashankari,"chinese, north indian",250.0,low,3.4,huggingface
327,Stop 'N' Joy,banashankari,fast food,150.0,low,3.8,huggingface
328,Sri Yaksha Shiv Sagar,banashankari,"chinese, north indian",600.0,medium,3.6,huggingface
329,Fudge,basavanagudi,"desserts, momos",200.0,low,3.8,huggingface
330,Just Bunny,jayanagar,fast food,200.0,low,3.5,huggingface
331,Bakers Town,kumaraswamy layout,"cafe, continental, fast food",650.0,medium,3.8,huggingface
332,Shree Mahalakshmi Sweets,banashankari,"mithai, street food",100.0,low,3.2,huggingface
333,Kaapi Kendra,jayanagar,south indian,100.0,low,3.7,huggingface
334,Ivy,kumaraswamy layout,"chinese, fast food, north indian",600.0,medium,3.8,huggingface
335,The Airos,jayanagar,"cafe, italian, pizza",650.0,medium,4.1,huggingface
336,Chai Kraft,jayanagar,"beverages, tea",100.0,low,4.1,huggingface
338,South Point Pub,basavanagudi,"chinese, north indian, seafood",800.0,medium,3.4,huggingface
339,The Trundle,jayanagar,"chinese, continental, north indian, thai",700.0,medium,3.7,huggingface
340,The Krishna Grand Xpress,jayanagar,"fast food, south indian",350.0,low,4.0,huggingface
341,Sri Krishna Darshini,basavanagudi,"chinese, north indian, south indian",200.0,low,3.1,huggingface
342,Shringar Sweets & Snacks,basavanagudi,"fast food, mithai, south indian, street food",200.0,low,3.5,huggingface
343,Udupi Grand,basavanagudi,"chinese, north indian, south indian",300.0,low,3.8,huggingface
344,Ganesh Grand,basavanagudi,"desserts, north indian, south indian",300.0,low,3.7,huggingface
345,Shreyas Upahar & Burger Point,basavanagudi,"burger, south indian",200.0,low,3.0,huggingface
347,Little Cafe,basavanagudi,"beverages, cafe",600.0,medium,3.7,huggingface
348,Mumbai Badam Milk & Lassi Center,basavanagudi,"beverages, desserts",100.0,low,3.6,huggingface
349,Sri Krishna Sagar,banashankari,"chinese, north indian",400.0,low,3.2,huggingface
350,Mylari Biryani Family Restaurant,banashankari,"biryani, fast food",400.0,low,3.7,huggingface
351,1980s Games Cafe,basavanagudi,"cafe, fast food",400.0,low,3.4,huggingface
352,Kadala Tarangaa,banashankari,"mangalorean, north indian, seafood",600.0,medium,3.6,huggingface
353,Namma Biryani,banashankari,"biryani, chinese, north indian",250.0,low,3.6,huggingface
354,Nandhanu's Rasoi,kumaraswamy layout,"chinese, north indian",400.0,low,3.0,huggingface
355,Hotel Pork Paradise,mysore road,south indian,300.0,low,3.7,huggingface
356,As On Fire,south bangalore,"bbq, fast food, pizza",400.0,low,3.5,huggingface
357,J K Fish Land,jayanagar,"mangalorean, seafood",300.0,low,3.6,huggingface
358,Curry Leaves,basavanagudi,"andhra, chinese, north indian",800.0,medium,4.1,huggingface
359,Lassi Shop,banashankari,"beverages, fast food, ice cream",300.0,low,3.5,huggingface
360,Magic Meals,jayanagar,"beverages, desserts, fast food",400.0,low,3.7,huggingface
361,Desi Cream Junction,jayanagar,"chinese, italian, north indian, pizza",650.0,medium,3.7,huggingface
362,Drunken Monkey,kumaraswamy layout,"beverages, fast food",400.0,low,3.8,huggingface
363,Ruchi's Corner,banashankari,fast food,200.0,low,2.7,huggingface
364,Tandoori Bytes,kumaraswamy layout,north indian,700.0,medium,3.6,huggingface
365,Bangalore Donne Biriyani,kumaraswamy layout,"biryani, south indian",300.0,low,3.2,huggingface
366,SGS Non Veg - Gundu Pulav,banashankari,"biryani, fast food",400.0,low,3.8,huggingface
367,Keventers,banashankari,"beverages, desserts, ice cream",400.0,low,3.7,huggingface
369,Navi Food Point,basavanagudi,fast food,200.0,low,3.6,huggingface
370,Shawarma Inc,banashankari,"lebanese, rolls",250.0,low,3.1,huggingface
371,The Cafe Nuts and Bolts,kumaraswamy layout,"cafe, chinese, fast food",500.0,low,3.0,huggingface
372,AM WOW,jayanagar,beverages,100.0,low,3.4,huggingface
373,Lalbagh Grand,basavanagudi,"chinese, north indian, south indian",250.0,low,3.0,huggingface
374,Funjabi Curries,banashankari,north indian,500.0,low,2.9,huggingface
375,Eat Repeat,basavanagudi,south indian,150.0,low,3.9,huggingface
376,Salut,jayanagar,"continental, finger food, pizza, seafood",1200.0,medium,4.1,huggingface
377,Nammura Donne Biriyani,basavanagudi,"biryani, fast food",400.0,low,3.5,huggingface
378,Lassi Stop,banashankari,"beverages, fast food, juices",150.0,low,3.4,huggingface
379,Dakshin Kitchen,basavanagudi,south indian,100.0,low,3.6,huggingface
