record_id,restaurant_name,location,cuisines,estimated_cost,budget_bucket,rating,source
5172,Smoke House Deli,lavelle road,"desserts, european, italian, juices, salad, steak",1600.0,high,4.6,huggingface
5173,Thai Chy,indiranagar,"asian, indonesian, thai",1200.0,medium,4.3,huggingface
5174,Donne Biryani Hatti,vasanth nagar,biryani,300.0,low,3.6,huggingface
5176,Kabab Magic,richmond road,"fast food, kebab, north indian",500.0,low,3.9,huggingface
5177,The Good Bowl,vasanth nagar,"biryani, italian, north indian",500.0,low,3.6,huggingface
5179,Ishta Upahar,ulsoor,south indian,100.0,low,3.4,huggingface
5180,Krispy Kreme,richmond road,"beverages, desserts",300.0,low,4.0,huggingface
5181,Healthie,indiranagar,"beverages, healthy food",600.0,medium,3.9,huggingface
5182,XO Belgian Waffle,brigade road,"beverages, desserts",450.0,low,4.4,huggingface
5183,Mani's Dum Biryani,ulsoor,"biryani, kebab",750.0,medium,4.0,huggingface
5186,Subway,lavelle road,"fast food, salad",600.0,medium,3.9,huggingface
5187,Kaati Zone,church street,"biryani, fast food, rolls",350.0,low,3.1,huggingface
5191,Suryawanshi,indiranagar,"maharashtrian, seafood",700.0,medium,4.2,huggingface
5192,Portland Steakhouse & Cafe,mg road,"american, bbq, burger, continental, italian, salad, steak",1500.0,high,4.3,huggingface
5193,WOW! Momo,brigade road,"chinese, momos",400.0,low,3.7,huggingface
5194,Thalis Of India,indiranagar,"beverages, north indian, south indian",500.0,low,3.4,huggingface
5195,Keventers,indiranagar,"beverages, desserts, ice cream",400.0,low,4.0,huggingface
5196,Utse Kitchen,commercial street,"momos, nepalese, tibetan",800.0,medium,4.2,huggingface
5198,Shawarma Inc,brigade road,"lebanese, rolls",250.0,low,3.1,huggingface
5199,Alampur Bar And Restaurant,race course road,"chinese, north indian, south indian",900.0,medium,3.7,huggingface
5200,SGS Non Veg - Gundu Pulav,st. marks road,"biryani, fast food",400.0,low,3.9,huggingface
5201,Hotel Fanoos,richmond road,"arabian, biryani, kebab, rolls",400.0,low,4.0,huggingface
5202,Laughing Llama Gastropub,brigade road,"continental, finger food, pizza",1600.0,high,4.3,huggingface
5203,Imperial Restaurant,indiranagar,"biryani, chinese, juices, kebab, north indian",800.0,medium,3.9,huggingface
5204,Oregano Pizzeria,frazer town,"italian, pizza",300.0,low,3.5,huggingface
5205,The Good Grain,residency road,"healthy food, north indian, south indian",400.0,low,4.1,huggingface
5206,Pasta Street,cunningham road,"italian, pizza, salad",1300.0,high,4.5,huggingface
5207,Chetty's Coffee,mg road,south indian,200.0,low,3.7,huggingface
5208,Cita Pani,indiranagar,"arabian, biryani, north indian",350.0,low,3.9,huggingface
5210,The Waffle Press,st. marks road,"desserts, ice cream",400.0,low,4.3,huggingface
5211,Delicacy,frazer town,"chinese, momos, thai",500.0,low,3.9,huggingface
5212,Kareem's,frazer town,"mughlai, north indian",700.0,medium,3.6,huggingface
5214,Mamagoto,indiranagar,"asian, bbq, chinese, momos, thai",1600.0,high,4.4,huggingface
5215,Tayabbs,frazer town,"fast food, north indian, rolls",500.0,low,3.0,huggingface
5216,Atty's Bakery,frazer town,bakery,250.0,low,4.0,huggingface
5217,Vijayalakshmi Veg,frazer town,south indian,200.0,low,3.9,huggingface
5219,The Cake House,ulsoor,"bakery, desserts",300.0,low,3.7,huggingface
5220,Eden Park,cunningham road,"andhra, biryani, chinese, north indian, seafood, south indian",1100.0,medium,4.1,huggingface
5221,YumYumDilli,indiranagar,north indian,500.0,low,3.6,huggingface
5222,Kanti Sweets,brigade road,"mithai, street food",400.0,low,3.9,huggingface
5223,Rahhams,frazer town,"chinese, mughlai, north indian",700.0,medium,3.9,huggingface
5225,Marzipan Cafe & Bakery,ulsoor,"bakery, beverages, cafe, greek, mediterranean",700.0,medium,4.2,huggingface
5226,Bozo's Yum Yums,frazer town,"american, burger, fast food",650.0,medium,4.0,huggingface
5228,Pind Balluchi,brigade road,"mughlai, north indian",700.0,medium,4.0,huggingface
5229,Cream Chemistry,frazer town,"desserts, ice cream",500.0,low,3.9,huggingface
5230,The Brekkie Shop,mg road,"healthy food, sandwich",300.0,low,3.5,huggingface
5231,Maravanthe,brigade road,"mangalorean, seafood",650.0,medium,3.5,huggingface
5234,Haldiram's Express,brigade road,north indian,300.0,low,3.6,huggingface
5235,Hotel Ramprasad,brigade road,"chinese, south indian",300.0,low,4.2,huggingface
5237,Anna Kuteera,st. marks road,"chinese, north indian, south indian",400.0,low,3.8,huggingface
5238,Indian Spice Food,ulsoor,"chinese, north indian",300.0,low,3.6,huggingface
5239,Wangs Kitchen,ulsoor,chinese,1000.0,medium,2.5,huggingface
5240,Lassi Shop,indiranagar,"beverages, ice cream, juices",100.0,low,3.8,huggingface
5241,Kitchen of Joy,indiranagar,"bengali, fast food, rolls",400.0,low,4.1,huggingface
5243,Haji Ali Juice Centre,commercial street,"beverages, fast food, juices, pizza, rolls",350.0,low,4.0,huggingface
5244,Domino's Pizza,mg road,"fast food, pizza",800.0,medium,3.9,huggingface
5245,Mama Mia!,indiranagar,"cafe, desserts",400.0,low,4.3,huggingface
5246,Shaadi Ki Biryani,commercial street,biryani,600.0,medium,2.8,huggingface
5247,Taste of Nepal,koramangala 8th block,"chinese, momos, nepalese",350.0,low,3.5,huggingface
5248,Shiro,lavelle road,"asian, japanese",3000.0,high,4.4,huggingface
5249,Five Star Chicken,wilson garden,"burger, fast food",200.0,low,3.5,huggingface
5250,Thai House,brigade road,thai,700.0,medium,4.2,huggingface
5251,InnerChef,indiranagar,"continental, north indian",500.0,low,3.7,huggingface
5253,Roll Er Dokaan,brigade road,"rolls, street food",300.0,low,3.3,huggingface
5256,NH7 Refuel,ulsoor,"biryani, chinese, north indian",400.0,low,3.5,huggingface
5258,Church Street Social,church street,"american, chinese, finger food, momos, north indian",1500.0,high,4.3,huggingface
5259,Mad Over Donuts,brigade road,"bakery, beverages, desserts",450.0,low,3.9,huggingface
5260,Sheesh Kebab,frazer town,north indian,700.0,medium,4.1,huggingface
5261,Just Shawarma,ulsoor,arabian,300.0,low,3.8,huggingface
5262,Bangaliana,indiranagar,bengali,500.0,low,3.7,huggingface
5263,The Belgian Waffle Co.,indiranagar,desserts,400.0,low,4.0,huggingface
5265,Taco Bell,brigade road,"american, fast food, mexican",600.0,medium,3.8,huggingface
5266,Bangalore Masala House,vasanth nagar,"cafe, continental, fast food",500.0,low,4.2,huggingface
5267,Classic Lassi Shop,ulsoor,"beverages, ice cream",150.0,low,3.5,huggingface
5268,Fruit Face,indiranagar,"beverages, fast food, street food",300.0,low,3.6,huggingface
5269,Sweet Truth,koramangala 8th block,"bakery, desserts",500.0,low,4.2,huggingface
5271,Srinidhi Sagar Food Line,indiranagar,"chinese, north indian, south indian",40.0,low,3.7,huggingface
5272,Jars,vasanth nagar,"beverages, healthy food",650.0,medium,3.8,huggingface
5273,Pabrai's Fresh & Naturelle Icecreams,brigade road,"desserts, ice cream",180.0,low,4.2,huggingface
5274,Ibaco,indiranagar,desserts,300.0,low,4.0,huggingface
5276,Hungerbreak 24x7,koramangala 8th block,"maharashtrian, north indian, south indian",500.0,low,3.1,huggingface
5277,The Egg Factory,st. marks road,"american, continental",750.0,medium,4.2,huggingface
5278,Firewood Biryani,residency road,"biryani, kebab, rolls",400.0,low,3.9,huggingface
5279,Sweet Chariot,cunningham road,"bakery, fast food",500.0,low,3.8,huggingface
5280,Venus Biryani,domlur,"biryani, chinese",200.0,low,3.0,huggingface
5282,Sangam Sweets,seshadripuram,"mithai, street food",200.0,low,3.1,huggingface
5284,Kartik's Mithai Shoppe,indiranagar,"mithai, street food",150.0,low,4.1,huggingface
5285,Desi Deck,brigade road,"desserts, mughlai, north indian",1300.0,high,3.9,huggingface
5286,UBCR,indiranagar,"american, arabian, cafe, chinese, italian, north indian",350.0,low,3.3,huggingface
5287,Hoppipola,church street,"continental, european, mediterranean",1300.0,high,4.3,huggingface
5290,Hatti Kaapi,ulsoor,"beverages, south indian",200.0,low,3.8,huggingface
5291,Mount View Fast Food,vasanth nagar,"fast food, street food",100.0,low,3.3,huggingface
5292,Chichaba's Taj,frazer town,"biryani, mughlai, north indian",600.0,medium,3.9,huggingface
5293,99 Pancakes,church street,"desserts, ice cream",150.0,low,4.1,huggingface
5294,Beijing Bites,richmond road,"chinese, thai",850.0,medium,3.8,huggingface
5295,Kabab Korner,st. marks road,"chinese, fast food, north indian",500.0,low,3.9,huggingface
5296,Oh My Chaat,frazer town,street food,300.0,low,3.1,huggingface
5297,YumYumSouth,indiranagar,south indian,600.0,medium,3.5,huggingface
5298,Foodhall,mg road,"bakery, fast food, italian",1000.0,medium,4.0,huggingface
5299,Ciclo Cafe,indiranagar,"american, cafe, italian",1000.0,medium,4.3,huggingface
5302,Alibaba Cafe and Restaurant,frazer town,"arabian, middle eastern",700.0,medium,3.9,huggingface
5304,Goli Vada Pav No. 1,ulsoor,street food,200.0,low,3.5,huggingface
5305,Ooty Chocolates,indiranagar,desserts,300.0,low,3.8,huggingface
5306,Arya Bhavan Sweets,vasanth nagar,"mithai, north indian, street food",300.0,low,3.2,huggingface
5307,Amande Patisserie,lavelle road,"bakery, desserts, french",300.0,low,4.2,huggingface
5308,Qissa Khawani,church street,"mughlai, north indian",800.0,medium,4.4,huggingface
5309,Ayda Persian Kitchen,church street,"iranian, north indian",950.0,medium,3.9,huggingface
5310,Sri Krishna Sweets,indiranagar,mithai,250.0,low,3.7,huggingface
5311,Tewari Bros Mithai Shoppie,commercial street,"fast food, mithai",300.0,low,3.8,huggingface
5312,Kolkatta Famous Chat,indiranagar,"north indian, street food",100.0,low,3.7,huggingface
5313,Cookie Man,brigade road,bakery,150.0,low,3.4,huggingface
5314,Cafe Coffee Day,brigade road,"cafe, fast food",900.0,medium,3.3,huggingface
5316,Vinny's,brigade road,"continental, desserts, italian, pizza",800.0,medium,3.9,huggingface
5317,Sagar Delicacy,ulsoor,"chinese, fast food, north indian, street food",500.0,low,3.9,huggingface
5318,Platter,residency road,"juices, street food",300.0,low,2.9,huggingface
5320,The Adukkala Restaurant,brigade road,kerala,500.0,low,3.6,huggingface
5321,Carnival de Goa,ulsoor,"goan, mangalorean, pizza",1000.0,medium,4.2,huggingface
5322,McDonald's,brigade road,"burger, fast food",500.0,low,3.7,huggingface
5323,Northern Route,st. marks road,"north indian, street food",300.0,low,4.1,huggingface
5325,INDULGE by InnerChef,indiranagar,"bakery, desserts",400.0,low,3.5,huggingface
5326,The Open Box,st. marks road,"asian, european, mediterranean, north indian, salad",1400.0,high,4.2,huggingface
5327,Double Decker,brigade road,"continental, north indian",1300.0,high,4.3,huggingface
5328,Chickpet Donne Biryani House,commercial street,biryani,250.0,low,3.7,huggingface
5329,Toscano,lavelle road,"italian, salad",1500.0,high,4.4,huggingface
5330,Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,indiranagar,continental,500.0,low,3.1,huggingface
5331,Dakshin Biryani & Tiffin,indiranagar,"andhra, north indian, south indian",550.0,medium,3.4,huggingface
5332,Pizza Stop,lavelle road,"italian, pizza",600.0,medium,3.5,huggingface
5334,Baskin Robbins,frazer town,"desserts, ice cream",250.0,low,3.1,huggingface
5337,Chocolate D'Luxe,lavelle road,desserts,550.0,medium,4.1,huggingface
5338,Chilli Chicken,brigade road,fast food,500.0,low,3.1,huggingface
5339,NoLimmits Lounge and Club,brigade road,"burger, chinese, continental, north indian, pizza",2000.0,high,4.0,huggingface
5341,Masale Daan,richmond road,north indian,350.0,low,3.2,huggingface
5342,Hotel Rangoon,ulsoor,burmese,300.0,low,3.7,huggingface
5343,Drunken Monkey,frazer town,"beverages, fast food",400.0,low,3.5,huggingface
5344,Mangalore pearl - Seafood Restaurant,ulsoor,"mangalorean, seafood",550.0,medium,4.3,huggingface
5345,The Wok Shop,ulsoor,"asian, chinese, fast food, indonesian, korean, momos",500.0,low,3.4,huggingface
5346,Chaitanya Veg,shivajinagar,south indian,300.0,low,3.2,huggingface
5347,20 Feet High,church street,"american, continental, salad, steak",1000.0,medium,4.0,huggingface
5348,World In A Bowl,indiranagar,"beverages, continental, desserts, north indian",600.0,medium,2.8,huggingface
5349,Bean Flickers,indiranagar,"american, cafe, coffee, continental, fast food",700.0,medium,4.3,huggingface
5350,7 Plates,frazer town,"fast food, mughlai, north indian, rolls",600.0,medium,3.9,huggingface
5351,Munchies,brigade road,"bakery, fast food",250.0,low,3.9,huggingface
5354,Kenz Karam,frazer town,"beverages, desserts",300.0,low,3.5,huggingface
5355,Kobe Sizzlers,brigade road,"american, continental, fast food, steak",1500.0,high,4.1,huggingface
5356,Cafe Idly,frazer town,"fast food, south indian",200.0,low,3.7,huggingface
5357,Al Swaad Take Away,richmond road,"arabian, north indian, south indian",350.0,low,3.1,huggingface
5360,Ambur Star Briyani,indiranagar,"biryani, chinese, north indian",500.0,low,3.7,huggingface
5361,Airlines Hotel,lavelle road,"north indian, south indian, street food",400.0,low,4.0,huggingface
5362,Just Bake,ulsoor,"bakery, desserts",400.0,low,3.4,huggingface
5363,Pai Vihar,vasanth nagar,"chinese, fast food, south indian, street food",400.0,low,2.8,huggingface
5364,Crunch Pizzas,domlur,"italian, pizza",600.0,medium,2.9,huggingface
5365,Eat At Nite,frazer town,"chinese, north indian, rolls",400.0,low,3.2,huggingface
5366,Height's Cafe - Hotel Bangalore International,race course road,"continental, south indian",1000.0,medium,3.2,huggingface
5367,Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,mg road,desserts,600.0,medium,3.9,huggingface
5368,Frozen Bottle,brigade road,"beverages, desserts, ice cream",400.0,low,4.0,huggingface
5369,Sri Udupi Park,residency road,"chinese, south indian",200.0,low,3.8,huggingface
5370,Ramji Chaiwale,ulsoor,"beverages, fast food",250.0,low,3.8,huggingface
5371,Gelato Italiano,kammanahalli,"bakery, desserts, ice cream",200.0,low,3.2,huggingface
5372,Chantilly,indiranagar,"bakery, cafe",450.0,low,4.1,huggingface
5374,Ghar Ka Bhojan,domlur,"healthy food, north indian",200.0,low,3.3,huggingface
5376,Cafe Terra,indiranagar,"cafe, continental, fast food",500.0,low,4.2,huggingface
5377,Ascharya Hotel,koramangala 5th block,"mangalorean, south indian",300.0,low,3.4,huggingface
5378,Charminar Kabab Paradise,frazer town,"chinese, kebab, mughlai, north indian",500.0,low,4.0,huggingface
5379,Cream Stone,frazer town,"beverages, desserts",500.0,low,4.0,huggingface
5380,EatWater,lavelle road,north eastern,1000.0,medium,4.2,huggingface
5382,Sherlock's Cafe,frazer town,"cafe, fast food",350.0,low,3.7,huggingface
5384,Step Right Up,vasanth nagar,"cafe, italian",300.0,low,4.1,huggingface
5385,Zaks Mediterranean Cuisine,frazer town,"arabian, lebanese, mediterranean, rolls",700.0,medium,3.9,huggingface
5386,Paratha Xpress,ulsoor,"chinese, north indian",200.0,low,3.5,huggingface
5388,The ThickShake Factory,cunningham road,"beverages, juices",350.0,low,2.8,huggingface
5389,The Chariot,brigade road,"chinese, north indian, south indian",350.0,low,2.9,huggingface
5390,The J,church street,"beverages, fast food",450.0,low,4.0,huggingface
5391,ZOROY Luxury Chocolate,church street,desserts,250.0,low,4.0,huggingface
5392,Kanteen 038,indiranagar,"beverages, fast food, tea",200.0,low,3.9,huggingface
5393,Donne Biriyani Mane,church street,"biryani, kebab",400.0,low,3.5,huggingface
5395,A2B - Adyar Ananda Bhavan,shanti nagar,"fast food, south indian, street food",400.0,low,3.9,huggingface
5396,Le Rock,brigade road,"chinese, continental",2000.0,high,4.0,huggingface
5397,Bangalore Bytes,brigade road,"biryani, fast food, south indian",300.0,low,3.5,huggingface
5398,Milk N Shakes,koramangala 8th block,beverages,300.0,low,3.7,huggingface
5399,Siridhanya Upahara Darshini,frazer town,south indian,400.0,low,3.4,huggingface
5400,Hotel Chandrika,cunningham road,"chinese, north indian, south indian, street food",400.0,low,3.8,huggingface
5401,Gowdru Hotel,indiranagar,"biryani, south indian",400.0,low,3.9,huggingface
5402,Cafe Braqa,indiranagar,"beverages, cafe, continental, italian",700.0,medium,4.0,huggingface
5404,Naachiyar's,ulsoor,chettinad,600.0,medium,3.9,huggingface
5407,Cobaja,brigade road,"bar food, konkan, mangalorean, seafood, south indian",700.0,medium,4.3,huggingface
5408,Brownie Heaven,cunningham road,"desserts, fast food",300.0,low,4.2,huggingface
5410,Kadamba Foodline,ulsoor,"chinese, north indian, south indian",400.0,low,3.7,huggingface
5411,The Bundle Co.,mg road,"beverages, burger, continental, italian",700.0,medium,4.4,huggingface
5412,Tea Break Lounge,brigade road,"beverages, fast food",400.0,low,3.3,huggingface
5413,The Grill House,ulsoor,"american, italian, mexican, steak",1200.0,medium,4.1,huggingface
5414,Mountain Spice,koramangala 8th block,"chinese, momos, nepalese, tibetan",400.0,low,3.9,huggingface
5415,Kabab Nation Corner,brigade road,"arabian, chinese, fast food",500.0,low,3.5,huggingface
5416,Petoo,commercial street,"fast food, north indian, street food",800.0,medium,3.7,huggingface
5417,The Grand Taj,shivajinagar,"chinese, north indian",350.0,low,3.2,huggingface
5418,Kumbakonam Degree Coffee,indiranagar,"fast food, south indian",200.0,low,3.8,huggingface
5419,C Sharp Kitchen,church street,"chinese, european, north indian",600.0,medium,3.4,huggingface
5420,Nossa Goa,richmond road,"desserts, goan, konkan, seafood",1000.0,medium,4.1,huggingface
5422,Red Lantern,cunningham road,"chinese, thai",700.0,medium,3.7,huggingface
5423,ROYCE' Chocolate,mg road,desserts,1000.0,medium,3.5,huggingface
5425,Chung Wah Express,indiranagar,"chinese, momos, thai, vietnamese",600.0,medium,2.8,huggingface
5426,Ujwal Restaurant,vasanth nagar,"chinese, north indian, seafood",550.0,medium,3.9,huggingface
5427,GMT - Gelateria Montecatini Terme,lavelle road,"desserts, ice cream",300.0,low,4.4,huggingface
5430,Gokul Kuteera,indiranagar,"chinese, north indian, south indian",650.0,medium,3.9,huggingface
5431,The Souk,ulsoor,"cafe, continental, italian, mediterranean, pizza",800.0,medium,3.7,huggingface
5433,Caffe Maven,residency road,"chinese, north indian",300.0,low,3.4,huggingface
5436,Bubbles,frazer town,cafe,450.0,low,3.7,huggingface
5437,Popat,indiranagar,north indian,300.0,low,3.2,huggingface
5438,Tea Journey,indiranagar,cafe,500.0,low,3.8,huggingface
5439,Baba Da Dhaba,brigade road,north indian,650.0,medium,4.1,huggingface
5442,Ging - Royal Orchid Central,mg road,asian,2000.0,high,4.3,huggingface
5443,Masala Central,frazer town,north indian,300.0,low,3.7,huggingface
5444,Daily Bite,richmond road,"desserts, fast food",250.0,low,3.5,huggingface
5447,All Saints Bakery,brigade road,bakery,200.0,low,3.6,huggingface
5451,Ta'aam,cunningham road,"arabian, chinese, mughlai, north indian",750.0,medium,4.1,huggingface
5452,Classic Shop,ulsoor,"beverages, juices",150.0,low,3.3,huggingface
5453,Coastal Delight,indiranagar,"chinese, mangalorean, north indian, seafood, south indian",650.0,medium,4.1,huggingface
5455,Little White Kitchen,brigade road,"chinese, continental, italian, north indian",200.0,low,3.8,huggingface
5456,UBQ by Barbeque Nation,mg road,"bbq, biryani, kebab, north indian",450.0,low,3.2,huggingface
5457,Taipan,frazer town,"chinese, momos",700.0,medium,3.5,huggingface
5458,Penta Cafe,frazer town,"beverages, fast food, juices",350.0,low,3.5,huggingface
5459,Ideal Kitchen,indiranagar,"chinese, north indian, seafood, south indian",250.0,low,3.5,huggingface
5460,Tibbs Frankie,brigade road,"rolls, street food",200.0,low,3.8,huggingface
5462,Ghar Ki Rasoi,indiranagar,"chinese, italian, north indian",500.0,low,3.1,huggingface
5464,Gelato Italiano,brigade road,"bakery, desserts, ice cream",200.0,low,3.0,huggingface
5465,OCEA HOTEL,brigade road,"chinese, north indian, seafood",800.0,medium,3.7,huggingface
5466,Vietnamese Kitchen,indiranagar,"chinese, momos, thai, vietnamese",800.0,medium,4.1,huggingface
5468,L'inoui,cunningham road,desserts,400.0,low,4.1,huggingface
5470,Troll,indiranagar,"desserts, ice cream",300.0,low,3.8,huggingface
5471,Bhavani Sri,indiranagar,"andhra, biryani, seafood",700.0,medium,3.0,huggingface
5473,Meaza Ginger Multi Cuisine Restaurant,indiranagar,"chinese, kerala, north indian, south indian",550.0,medium,3.6,huggingface
5474,Mamma Mexicana,mg road,mexican,1000.0,medium,2.2,huggingface
5475,The Jungle Terrace,brigade road,"continental, lebanese, mexican",600.0,medium,3.5,huggingface
5476,Roll Junction,cunningham road,"fast food, rolls",150.0,low,2.9,huggingface
5477,Chutney Chang,church street,"bbq, chinese, north indian",1500.0,high,4.2,huggingface
5479,Amritsari Kulcha Bite,ulsoor,north indian,150.0,low,3.9,huggingface
5481,Delices,ulsoor,"bakery, desserts",400.0,low,3.1,huggingface
5482,Meenu Oota Da Maane,brigade road,"chinese, mangalorean, seafood",700.0,medium,3.2,huggingface
5483,Gobble Up Churros Cafe,ulsoor,"bakery, beverages, cafe, desserts, spanish",400.0,low,3.8,huggingface
5485,Tempura Restaurant,brigade road,"chinese, japanese, momos, tibetan",500.0,low,3.9,huggingface
5486,Choi Choi Momos,brigade road,"chinese, fast food, momos",300.0,low,3.8,huggingface
5488,Shalimar,indiranagar,"chinese, north indian, seafood",700.0,medium,4.0,huggingface
5489,Deshi Fusion Pizza,old madras road,"chinese, pizza, rolls",750.0,medium,3.3,huggingface
5490,Indira Darshini,frazer town,"chinese, south indian",200.0,low,3.6,huggingface
5493,Aagaman Veg,indiranagar,"chinese, north indian, south indian",900.0,medium,4.0,huggingface
5495,Salt Mango Tree,indiranagar,kerala,800.0,medium,4.1,huggingface
5496,MISU,st. marks road,"asian, indonesian, japanese, korean, malaysian, singaporean",1700.0,high,4.6,huggingface
5499,RockSalt,st. marks road,modern indian,1900.0,high,4.4,huggingface
5500,The Rice Bowl,lavelle road,"chinese, momos",1300.0,high,4.3,huggingface
5501,South Inn,frazer town,south indian,150.0,low,3.1,huggingface
5505,Pathy's Kitchen,indiranagar,andhra,500.0,low,3.5,huggingface
5506,Happy Fillings,ulsoor,chinese,300.0,low,3.4,huggingface
5507,Rotti Mane,domlur,south indian,200.0,low,3.4,huggingface
5508,Shezan,cunningham road,"chinese, continental, mughlai, north indian, steak",600.0,medium,4.1,huggingface
5510,Oye Amritsar,church street,north indian,1000.0,medium,4.1,huggingface
5513,Croons,brigade road,desserts,350.0,low,3.8,huggingface
5514,MiniMelts,brigade road,"desserts, ice cream",200.0,low,3.9,huggingface
5515,Tandoor,mg road,north indian,2100.0,high,3.9,huggingface
5517,Feast India Co.,cunningham road,"awadhi, bengali, north indian",1500.0,high,4.2,huggingface
5518,Hotel Green Tara,brigade road,"chinese, momos, tibetan",500.0,low,3.9,huggingface
5520,The Biere Club,lavelle road,"bbq, continental, finger food",1700.0,high,4.3,huggingface
5522,Bangalore Mandarin,indiranagar,"chinese, seafood",1100.0,medium,4.2,huggingface
5523,Rolls On Wheels,brigade road,"fast food, momos, rolls",300.0,low,3.5,huggingface
5524,Mahesh Lunch Home,residency road,"chinese, mangalorean, north indian, seafood",1400.0,high,4.1,huggingface
5525,Bheema's,church street,andhra,650.0,medium,4.0,huggingface
5528,Hatti Punjab Di,brigade road,north indian,450.0,low,3.4,huggingface
5531,Dine In,brigade road,"chinese, kerala, north indian, south indian",400.0,low,3.6,huggingface
5532,Chung Wah,residency road,"chinese, momos, thai, vietnamese",1000.0,medium,4.0,huggingface
5533,Mad Over Biryani,church street,"biryani, north indian",600.0,medium,2.9,huggingface
5534,Danny Lambas Punjabi Dhaba,indiranagar,"biryani, chinese, north indian",600.0,medium,3.5,huggingface
5535,Shiv Sager,brigade road,"chinese, north indian, south indian",200.0,low,3.0,huggingface
5537,The Charcoal Factory,koramangala 6th block,"burger, momos, pizza",600.0,medium,4.1,huggingface
5538,Chung's Chinese Corner,cunningham road,chinese,700.0,medium,3.3,huggingface
5539,Kenny's Restaurant,frazer town,"chinese, north indian",450.0,low,3.6,huggingface
5541,Fat Buddha,cunningham road,"chinese, thai",1000.0,medium,4.0,huggingface
5543,Teppan Japanese Grill & Sushi Bar,ulsoor,japanese,2000.0,high,4.3,huggingface
5544,New Prashanth Hotel,majestic,"biryani, chinese, north indian, south indian",750.0,medium,3.7,huggingface
5545,Midnight Eats,frazer town,"chinese, north indian",500.0,low,3.0,huggingface
5546,The Only Place,church street,"american, bbq, continental, italian, salad, steak",1000.0,medium,4.2,huggingface
5547,Anupam's Coast II Coast,church street,"chinese, mangalorean, north indian, seafood",1400.0,high,4.1,huggingface
5548,BabaYaga's,indiranagar,"american, finger food",1500.0,high,4.1,huggingface
5550,Venkateshwara Foods,residency road,"south indian, street food",400.0,low,3.0,huggingface
5552,Ramana's,cunningham road,"chinese, healthy food, north indian",850.0,medium,4.0,huggingface
5556,McLeans Italian Pizzeria,ejipura,"american, pizza",500.0,low,3.4,huggingface
5557,The Konkan - Seafood Restaurant,st. marks road,"konkan, mangalorean, seafood",850.0,medium,4.4,huggingface
5559,Hotel Tom's Restaurant,richmond road,"chinese, mangalorean, north indian, seafood",1000.0,medium,4.4,huggingface
5560,The Bong,frazer town,"bengali, north indian",300.0,low,3.1,huggingface
5563,Fujan,frazer town,"chinese, seafood, thai",600.0,medium,3.6,huggingface
5565,Raaga,indiranagar,"chinese, continental, north indian",1200.0,medium,3.8,huggingface
5566,The Food Dude,koramangala 6th block,"burger, fast food, pizza, sandwich",300.0,low,4.0,huggingface
5567,Lazio Steaks & More,frazer town,"chinese, continental, steak",1000.0,medium,3.9,huggingface
5568,The Humming Tree,indiranagar,"european, fast food",1400.0,high,4.0,huggingface
5569,Woodstok,indiranagar,"american, continental, italian, steak",1400.0,high,4.1,huggingface
5570,ASEAN - On The Edge,mg road,"asian, thai",1800.0,high,4.4,huggingface
5571,Chung Shan Chinese Restaurant,ejipura,"chinese, momos",500.0,low,3.7,huggingface
5572,Monsoon Express,mg road,"continental, north indian, thai",1600.0,high,3.4,huggingface
5573,Friends Night Kitchen,koramangala 6th block,"italian, pizza",400.0,low,3.8,huggingface
5574,Navab's,frazer town,mughlai,600.0,medium,3.6,huggingface
5575,Marathi Biriyani House,frazer town,"biryani, south indian",300.0,low,3.3,huggingface
5576,Retro Lounge Bar,ulsoor,"chinese, north indian",1400.0,high,3.8,huggingface
5577,Kick Out the Jams,ejipura,"american, burger, italian",350.0,low,4.0,huggingface
5578,Xian,ulsoor,"chinese, thai",800.0,medium,3.8,huggingface
5579,Kulfi Point,indiranagar,desserts,150.0,low,3.4,huggingface
5580,8 Slice,koramangala 6th block,pizza,600.0,medium,3.7,huggingface
5581,Crescent Avenue - Hotel Bangalore International,race course road,"asian, chinese, continental, north indian, thai",1400.0,high,3.6,huggingface
5583,New Kudla Family Resturant,mg road,"chinese, north indian",450.0,low,3.2,huggingface
5584,Mummy Dhaba,ulsoor,north indian,300.0,low,3.2,huggingface
5586,Benjarong,ulsoor,"asian, thai",1800.0,high,4.2,huggingface
5587,Midnight Hunger Solutions 24/7,indiranagar,"chinese, mughlai, north indian",500.0,low,2.1,huggingface
5588,Ente Keralam,ulsoor,"kerala, seafood",1300.0,high,4.0,huggingface
5589,Donne Biryani Mane,wilson garden,biryani,300.0,low,3.2,huggingface
5590,Nagarjuna,residency road,"andhra, biryani",800.0,medium,4.3,huggingface
5591,Sunny's,lavelle road,"continental, european, italian, seafood",2100.0,high,4.1,huggingface
5593,Little Chef,richmond road,chinese,550.0,medium,4.0,huggingface
5596,Rawal Jalebi,commercial street,desserts,100.0,low,3.5,huggingface
5597,Gundappa Donne Biryani,st. marks road,biryani,300.0,low,3.7,huggingface
5599,Nandhini Paradise,st. marks road,"andhra, chinese, north indian",800.0,medium,3.6,huggingface
5600,Aathithya,infantry road,"chinese, continental, north indian",1100.0,medium,3.1,huggingface
